Date;Heure;t;Lot;Condition;Nb_rep;Nb_vdt;Food;w;Diapause;Status;Keep;Comment;;;;;;;;;;;;;
10/09/2025;09:40:00;84;A;D2b;4;2;3;585.3;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;10:00;126;A;D1;3;1;3;1103.1;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00;140;A;D1;3;1;3;1624.9;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D2;1;2;1,5;1101,7;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D2;1;2;1,5;944,9;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D2;2;2;1,5;960,9;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D2;2;2;1,5;1094,4;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D2;3;2;1,5;992,7;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D2;3;2;1,5;611,4;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D2;4;2;1,5;1047,6;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D2;4;2;1,5;1042,3;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;1;5;0,6;680,2;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;1;5;0,6;726,4;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;1;5;0,6;843,5;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;1;5;0,6;725,9;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;1;5;0,6;557,1;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;2;5;0,6;727,7;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;2;5;0,6;675,9;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;2;5;0,6;701,9;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;2;5;0,6;728,2;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;2;5;0,6;712,2;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;3;5;0,6;637,4;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;3;5;0,6;646,3;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;3;5;0,6;738,7;0;SA;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;3;5;0,6;822,7;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;3;5;0,6;732,9;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;4;5;0,6;833;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;4;5;0,6;657,9;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;4;5;0,6;654,9;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;4;5;0,6;657,4;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D5;4;5;0,6;833;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;70;B;D7;1;6;0,5;209,1;0;J;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;70;B;D7;1;6;0,5;535,9;0;J;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;70;B;D7;1;6;0,5;394,6;0;J;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;70;B;D7;1;6;0,5;582,8;0;J;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;70;B;D7;1;6;0,5;289,8;0;SA;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;70;B;D7;1;6;0,5;343,2;0;SA;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;70;B;D7;1;6;0,5;;0;D;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;2;6;0,5;695,7;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;2;6;0,5;735,4;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;2;6;0,5;614,9;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;2;6;0,5;744,7;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;2;6;0,5;583,6;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;2;6;0,5;118,5;0;J;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;2;6;0,5;;0;D;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;3;6;0,5;677,9;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;3;6;0,5;476,1;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;3;6;0,5;750,2;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;3;6;0,5;665,5;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;3;6;0,5;604,6;0;J;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;3;6;0,5;302,7;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;3;6;0,5;;0;D;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;4;6;0,5;579,8;0;SA;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;4;6;0,5;556,1;0;J;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;4;6;0,5;635,1;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;4;6;0,5;718,8;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;4;6;0,5;418,5;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D7;4;6;0,5;538,8;0;A;No;;;;;;;;;;;;;;
24/09/2025;14:00:00;70;B;D2b;3;2;3;598,3;0;SA;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;70;B;D2b;3;2;3;653,2;0;SA;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D2b;4;2;3;850,2;0;A;Yes;;;;;;;;;;;;;;
24/09/2025;14:00:00;98;A;D2b;4;2;3;702,9;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00;154;A;D1;3;1;3;2233.6;0;A;No;;;;;;;;;;;;;;
08/10/2025;13:40;0;A;D1;4;1;3;9,8;0;J;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D2;1;2;1,5;1190.3;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D2;1;2;1,5;1202.2;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D2;2;2;1,5;1084.6;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D2;2;2;1,5;1202.2;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D2;3;2;1,5;724.0;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D2;3;2;1,5;1104.4;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D2;4;2;1,5;1221.7;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D2;4;2;1,5;1172.4;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;1;5;0,6;756.3;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;1;5;0,6;927.3;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;1;5;0,6;806.4;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;1;5;0,6;819.0;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;1;5;0,6;610.4;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;2;5;0,6;834.7;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;2;5;0,6;858.1;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;2;5;0,6;847.4;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;2;5;0,6;853.3;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;2;5;0,6;837.5;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;3;5;0,6;781.1;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;3;5;0,6;816.7;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;3;5;0,6;747.2;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;3;5;0,6;743.7;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;3;5;0,6;808.1;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;4;5;0,6;1049.2;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;4;5;0,6;847.7;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;4;5;0,6;880.9;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;4;5;0,6;732.7;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D5;4;5;0,6;1112.3;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;84;B;D7;1;6;0,5;311.3;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;84;B;D7;1;6;0,5;352.8;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;84;B;D7;1;6;0,5;761.8;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;84;B;D7;1;6;0,5;750.8;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;84;B;D7;1;6;0,5;571.5;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;84;B;D7;1;6;0,5;543.1;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;2;6;0,5;870.7;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;2;6;0,5;813.4;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;2;6;0,5;679.4;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;2;6;0,5;676.1;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;2;6;0,5;836.6;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;2;6;0,5;174.5;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;3;6;0,5;712.6;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;3;6;0,5;616.0;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;3;6;0,5;781.6;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;3;6;0,5;439.1;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;3;6;0,5;734.7;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;3;6;0,5;950.9;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;4;6;0,5;522.2;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;4;6;0,5;832.0;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;4;6;0,5;606.6;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;4;6;0,5;587.4;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;4;6;0,5;629.1;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D7;4;6;0,5;713.1;0;A;No;;;;;;;;;;;;;;
08/10/2025;10:00:00;84;B;D2b;3;2;3;814.3;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;84;B;D2b;3;2;3;842.1;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D2b;4;2;3;747.1;0;A;Yes;;;;;;;;;;;;;;
08/10/2025;10:00:00;112;A;D2b;4;2;3;1010.6;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:45;14;A;D1;4;1;3;43.3;0;J;Yes;;;;;;;;;;;;;;
22/10/2025;11:40;28;A;D1;4;1;3;131.9;0;J;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D2;1;2;1,5;1367.2;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D2;1;2;1,5;1151.9;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D2;2;2;1,5;1089.5;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D2;2;2;1,5;1213.0;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D2;3;2;1,5;1116.7;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D2;3;2;1,5;727.2;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D2;4;2;1,5;1293.9;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D2;4;2;1,5;1073.7;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;1;5;0,6;837.2;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;1;5;0,6;941.0;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;1;5;0,6;619.1;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;1;5;0,6;742.2;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;1;5;0,6;719.0;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;2;5;0,6;792.5;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;2;5;0,6;1038.6;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;2;5;0,6;746.9;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;2;5;0,6;880.5;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;2;5;0,6;793.6;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;3;5;0,6;813.6;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;3;5;0,6;802.3;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;3;5;0,6;728.0;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;3;5;0,6;814.3;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;3;5;0,6;793.6;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;4;5;0,6;1225.5;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;4;5;0,6;842.5;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;4;5;0,6;751.0;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;4;5;0,6;1250.5;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D5;4;5;0,6;925.3;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;98;B;D7;1;5;0,6;629.0;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;98;B;D7;1;5;0,6;647.7;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;98;B;D7;1;5;0,6;745.0;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;98;B;D7;1;5;0,6;443.1;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;98;B;D7;1;5;0,6;387.8;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;2;6;0,5;983.6;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;2;6;0,5;644.0;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;2;6;0,5;649.1;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;2;6;0,5;820.6;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;2;6;0,5;749.5;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;2;6;0,5;202.6;0;J;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;3;6;0,5;1012.6;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;3;6;0,5;569.5;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;3;6;0,5;719.9;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;3;6;0,5;470.8;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;3;6;0,5;696.3;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;3;6;0,5;782.0;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;4;6;0,5;602.8;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;4;6;0,5;505.2;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;4;6;0,5;565.8;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;4;6;0,5;603.5;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;4;6;0,5;784.8;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D7;4;6;0,5;634.1;0;A;No;;;;;;;;;;;;;;
22/10/2025;10:00:00;98;B;D2b;3;2;3;1046.8;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;98;B;D2b;3;2;3;841.1;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D2b;4;2;3;1223.1;0;A;Yes;;;;;;;;;;;;;;
22/10/2025;10:00:00;126;A;D2b;4;2;3;689.0;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;09:40;42;A;D1;4;1;3;276.4;0;J;Yes;;;;;;;;;;;;;;
05/11/2025;09:40;56;A;D1;4;1;3;537.0;0;SA;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D2;1;2;1,5;1606.2;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D2;1;2;1,5;1286.7;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D2;2;2;1,5;1351.3;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D2;2;2;1,5;1402.8;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D2;3;2;1,5;1182.3;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D2;3;2;1,5;771.2;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D2;4;2;1,5;1351.9;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D2;4;2;1,5;1259.2;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;1;5;0,6;808.4;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;1;5;0,6;995.1;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;1;5;0,6;908.5;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;1;5;0,6;838.8;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;1;5;0,6;639.6;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;2;5;0,6;852.8;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;2;5;0,6;907.1;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;2;5;0,6;694.3;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;2;5;0,6;771.7;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;2;5;0,6;1044.2;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;3;5;0,6;889.1;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;3;5;0,6;779.9;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;3;5;0,6;726.7;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;3;5;0,6;755.0;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;3;5;0,6;745.3;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;4;5;0,6;1404.9;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;4;5;0,6;1366.6;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;4;5;0,6;1129.6;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;4;5;0,6;732.7;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D5;4;5;0,6;945.5;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;112;B;D7;1;5;0,6;696.8;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;112;B;D7;1;5;0,6;729.5;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;112;B;D7;1;5;0,6;794.6;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;112;B;D7;1;5;0,6;471.1;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;112;B;D7;1;5;0,6;446.4;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;2;6;0,5;842.5;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;2;6;0,5;662.9;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;2;6;0,5;1122.5;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;2;6;0,5;872.8;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;2;6;0,5;669.1;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;2;6;0,5;183.9;0;J;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;3;6;0,5;903.4;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;3;6;0,5;737.1;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;3;6;0,5;525.8;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;3;6;0,5;470.0;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;3;6;0,5;704.9;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;3;6;0,5;696.6;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;4;6;0,5;577.2;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;4;6;0,5;663.4;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;4;6;0,5;572.8;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;4;6;0,5;560.0;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;4;6;0,5;603.9;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D7;4;6;0,5;827.8;0;A;No;;;;;;;;;;;;;;
05/11/2025;14:00:00;112;B;D2b;3;2;3;1202.6;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;112;B;D2b;3;2;3;1161.1;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D2b;4;2;3;1336.4;0;A;Yes;;;;;;;;;;;;;;
05/11/2025;14:00:00;140;A;D2b;4;2;3;682.7;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;10:40;70;A;D1;4;1;3;710.3;0;SA;Yes;;;;;;;;;;;;;;
19/11/2025;09:40;84;A;D1;4;1;3;;0;SAC;Yes;;;;;;;;;;;;;;
19/11/2025;10:00:00;154;A;D2;1;2;1,5;1499,1;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;10:00:00;154;A;D2;1;2;1,5;981;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;10:00:00;154;A;D2;2;2;1,5;1224,9;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;10:00:00;154;A;D2;2;2;1,5;1261;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;10:00:00;154;A;D2;3;2;1,5;687,8;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;10:00:00;154;A;D2;3;2;1,5;999,4;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;10:00:00;154;A;D2;4;2;1,5;944,2;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;10:00:00;154;A;D2;4;2;1,5;1126,4;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;10:00:00;154;A;D5;1;5;0,6;904,5;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;10:00:00;154;A;D5;1;5;0,6;569,7;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;10:00:00;154;A;D5;1;5;0,6;633,3;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;10:00:00;154;A;D5;1;5;0,6;802,4;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;10:00:00;154;A;D5;1;5;0,6;654,8;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;13:49:00;154;A;D5;2;5;0,6;1065,1;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;13:49:00;154;A;D5;2;5;0,6;682,3;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;13:49:00;154;A;D5;2;5;0,6;764,1;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;13:49:00;154;A;D5;2;5;0,6;809,4;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;13:49:00;154;A;D5;2;5;0,6;748,7;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;13:49:00;154;A;D5;3;5;0,6;681,7;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;13:49:00;154;A;D5;3;5;0,6;677,2;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;13:49:00;154;A;D5;3;5;0,6;728;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;13:49:00;154;A;D5;3;5;0,6;822;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;13:49:00;154;A;D5;3;5;0,6;751,9;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;13:49:00;154;A;D5;4;5;0,6;1262,2;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;13:49:00;154;A;D5;4;5;0,6;1407,2;0;A;Yes;;;;;;;;;;;;;;
19/11/2025;13:49:00;154;A;D5;4;5;0,6;991,3;0;A;Yes;;;;;;;;;;;;;;
